"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AENJPLPP_01998",845.742668546973,-2.18289605049385,0.0904909185069787,-24.1228190243809,1.44056055554568e-128,1.05665298180076e-127
"AENJPLPP_01999",1473.26087600785,-1.9868240270044,0.0724751736381874,-27.4138567355917,1.87499048750442e-165,1.65453706048875e-164
"AENJPLPP_02000",335.322468997123,-1.38204037175439,0.115587773652322,-11.9566311218299,5.99448680215861e-33,1.73518345605227e-32
"AENJPLPP_02001",844.236038898341,-1.00111329404173,0.0910398807866026,-10.996425801439,3.97579728493925e-28,1.0660701375454e-27
"AENJPLPP_02002",1215.7433036746,-0.569831280583771,0.0797787334571531,-7.14264636564845,9.1550946312655e-13,1.81977034581878e-12
"AENJPLPP_02003",4334.69405233187,-0.216493832240567,0.0615286795348435,-3.51858407944489,0.000433856311256266,0.000640401673434246
"AENJPLPP_02004",598.678772134147,0.52128012604015,0.0910673736224943,5.72411507331963,1.03974260341215e-08,1.84843129495493e-08
"AENJPLPP_02005",2736.41864046105,0.313177188573167,0.0613520953530272,5.10458830739372,3.31515439959956e-07,5.59636499225155e-07
"AENJPLPP_02006",517.000974791919,-0.0875219672279353,0.093023979366953,-0.940853829555992,0.346779770896057,0.392310706976107
"AENJPLPP_02007",4350.13534134641,-1.68952810264696,0.0585492758893983,-28.8565157635518,4.19753106813913e-183,4.1575545817759e-182
"AENJPLPP_02008",392.304258307443,-0.0784416439697021,0.130206058712594,-0.602442349805299,0.546879727071623,0.592232712990913
"AENJPLPP_02009",772.621417911019,0.634772383397732,0.100889834136888,6.29173780320096,3.13931423400981e-10,5.83387558994037e-10
"AENJPLPP_02010",916.977877046555,1.00423952380604,0.0790935742847724,12.696853478771,6.15551878026877e-37,1.89080914431885e-36
"AENJPLPP_02011",1132.67429661499,0.54131827348196,0.0764836708627092,7.0775665887382,1.46707704961915e-12,2.90029081363949e-12
"AENJPLPP_02012",857.424622362538,1.01533057477808,0.0837558483661941,12.122503617167,8.0269012914602e-34,2.34211789185692e-33
"AENJPLPP_02013",4048.12374373705,-1.26624778110533,0.0681224226592266,-18.5878266167891,4.0318733174982e-77,2.0173221822259e-76
"AENJPLPP_02014",46.364613302214,0.971946167190516,0.281886672343822,3.44800326708961,0.000564747206088153,0.000827235344129126
"AENJPLPP_02015",116.608416129382,0.0153329220356777,0.18138671728004,0.0845316694937778,0.932633724327442,0.940058638020599
"AENJPLPP_02016",1356.86274443238,1.37511811816858,0.0759874734224579,18.0966421994782,3.38696420229785e-73,1.63022144745311e-72
"AENJPLPP_02017",364.646866575572,-0.129604852215018,0.104124871110818,-1.24470600378543,0.213239838271183,0.249780534612102
"AENJPLPP_02018",841.312803520547,0.0187585324084612,0.104823509174746,0.178953486256501,0.857974224618207,0.879416030302083
"AENJPLPP_02019",2453.04998800098,0.936863945116019,0.0639386263959422,14.6525503897199,1.29752363115367e-48,4.74076388195671e-48
"AENJPLPP_02020",1139.11861478872,0.768699395304456,0.0777171270028184,9.89099089157759,4.55496717591073e-23,1.1259816991725e-22
"AENJPLPP_02021",501.013628402413,0.536775093903815,0.0957249801238711,5.60747145843448,2.05303855573613e-08,3.61017407868575e-08
"AENJPLPP_02022",762.543666201209,0.349800478508491,0.0841446841687218,4.15713104118487,3.22269155618266e-05,5.04270704546154e-05
"AENJPLPP_02023",1261.51417937431,0.389599657307691,0.0776238383304903,5.0190723067434,5.19216054597724e-07,8.68940891372742e-07
"AENJPLPP_02024",936.469415198403,0.641658996535678,0.077973997597404,8.22914069185854,1.88561204980364e-16,4.09768827539418e-16
"AENJPLPP_02025",331.690925649474,-2.2147657462634,0.128609529206835,-17.2208526065089,1.85239142647353e-66,8.24795693255491e-66
"AENJPLPP_02026",961.468994741158,-0.735937999321489,0.107410719225351,-6.85162528124842,7.30156127698964e-12,1.41464713496965e-11
"AENJPLPP_02027",549.309563185358,-0.339844582075811,0.0983029383981839,-3.45711519526755,0.000545991398820082,0.000800567448823806
"AENJPLPP_02028",754.64336248818,-0.470236437310846,0.0921490955640527,-5.10299568793907,3.34318623055383e-07,5.64041616649638e-07
"AENJPLPP_02029",1788.25539582399,-0.436103725847594,0.0797556948179782,-5.46799481645653,4.55155189739482e-08,7.91290694042609e-08
"AENJPLPP_02030",5839.76278505821,-1.14836875348305,0.0583051077678163,-19.695851657733,2.34028084909889e-86,1.24586797670493e-85
"AENJPLPP_02031",2552.79417666041,5.01605666675444,0.100349264240744,49.9859835017885,0,0
"AENJPLPP_02032",904.253734467923,4.72881780465225,0.126865835978939,37.2741626472023,4.30362431926619e-304,7.50428384293602e-303
"AENJPLPP_02033",917.323351312205,3.81256633675858,0.116765593663549,32.6514533702812,7.64148266303541e-234,9.75964803278909e-233
"AENJPLPP_02034",215.587566981769,1.38574162550886,0.142684538638037,9.71192561391829,2.68221204412097e-22,6.54154227175902e-22
"AENJPLPP_02035",203.179672184752,-1.04232622779833,0.136669347482141,-7.62662767475737,2.40974262807058e-14,4.96966751624754e-14
"AENJPLPP_02036",147.882298052455,-1.63397386374566,0.170159420790423,-9.60260593363297,7.794827877765e-22,1.88213422720163e-21
"AENJPLPP_02037",132.860022249213,-1.55119822559596,0.190854170108301,-8.12766220782984,4.37648769495984e-16,9.4332584513124e-16
"AENJPLPP_02038",390.0727760733,-0.721596490715038,0.119443125828162,-6.04133963936252,1.52839864531611e-09,2.79215611992504e-09
"AENJPLPP_02039",38.3031968422186,-2.64991767432387,0.363927701626007,-7.28143986424831,3.30275872638419e-13,6.64201202433064e-13
"AENJPLPP_02040",99.7209438638716,-1.48707539033594,0.198193649330943,-7.50314349302298,6.23052822056774e-14,1.2750033856847e-13
"AENJPLPP_02041",29.3391076992102,-1.06067093450655,0.344148588518684,-3.08201448412729,0.00205604832820691,0.00291774499597394
"AENJPLPP_02042",430.020334207087,-0.378122935001297,0.101360987681632,-3.73045827245644,0.000191131798117308,0.0002879336762119
"AENJPLPP_02043",1206.5093450985,-0.808530344949647,0.0721578942055021,-11.2050158039118,3.85285000287812e-29,1.04659507540868e-28
"AENJPLPP_02044",2.92972789399469,-0.838264125085303,1.03666037691026,-0.808619817788086,0.41873386193819,0.464161783770084
"AENJPLPP_02045",8192.76015170187,0.00855943954329578,0.0817135452026677,0.104749335279316,0.916574713371518,0.926731979269706
"AENJPLPP_02046",41147.6389381411,0.308607012567124,0.0662875672020897,4.65557910167798,3.23071337040048e-06,5.25871287568821e-06
"AENJPLPP_02047",293.444932199984,-0.328036809576663,0.117768991334752,-2.78542599251984,0.00534574414771307,0.00731179284083628
"AENJPLPP_02048",4251.30948994721,-2.33599572533829,0.0614682632828709,-38.0032817030842,0,0
